frame_index,frame_time_ms,exceeds_60fps_threshold
200,2.8156,0
201,2.9840,0
202,2.8533,0
203,2.4966,0
204,2.8102,0
205,3.3264,0
206,2.6741,0
207,3.0974,0
208,2.9671,0
209,2.7974,0
210,2.3075,0
211,2.4453,0
212,2.4215,0
213,2.6333,0
214,2.6921,0
215,2.8289,0
216,2.7726,0
217,3.6934,0
218,3.4034,0
219,3.4748,0
220,3.4134,0
221,3.3211,0
222,3.3856,0
223,3.4967,0
224,3.3389,0
225,3.0767,0
226,3.1176,0
227,3.1679,0
228,3.4192,0
229,2.6022,0
230,3.0083,0
231,3.6103,0
232,2.9804,0
233,3.5352,0
234,3.1229,0
235,3.0796,0
236,3.1799,0
237,2.8525,0
238,2.8587,0
239,3.0569,0
240,3.0102,0
241,3.0394,0
242,3.0116,0
243,2.8858,0
244,3.3813,0
245,3.1428,0
246,3.2257,0
247,3.2390,0
248,3.2481,0
249,3.1600,0
250,3.3739,0
251,2.8117,0
252,3.2063,0
253,3.3370,0
254,2.6440,0
255,3.7000,0
256,3.0401,0
257,3.2601,0
258,3.2400,0
259,3.0476,0
260,3.2527,0
261,3.0646,0
262,2.9151,0
263,3.3046,0
264,2.8561,0
265,3.1889,0
266,3.1396,0
267,3.3977,0
268,3.2953,0
269,3.2057,0
270,3.0673,0
271,3.6222,0
272,3.1581,0
273,2.8625,0
274,2.3745,0
275,2.3876,0
276,2.6517,0
277,2.5993,0
278,2.5238,0
279,2.3579,0
280,2.6358,0
281,2.4335,0
282,2.4281,0
283,2.5070,0
284,2.3359,0
285,2.6976,0
286,2.5762,0
287,2.7094,0
288,2.5344,0
289,2.5769,0
290,2.5081,0
291,2.7438,0
292,2.4178,0
293,2.4984,0
294,2.5004,0
295,2.4502,0
296,2.3778,0
297,2.3824,0
298,2.2559,0
299,2.3851,0
300,2.3987,0
301,2.5155,0
302,2.5614,0
303,2.4945,0
304,2.4968,0
305,2.6865,0
306,2.5274,0
307,2.5123,0
308,2.5944,0
309,2.3064,0
310,2.4363,0
311,2.7735,0
312,2.5194,0
313,2.6539,0
314,2.2805,0
315,2.5416,0
316,2.7323,0
317,2.3734,0
318,2.4791,0
319,2.3570,0
320,2.6523,0
321,2.5119,0
322,2.5645,0
323,2.7702,0
324,2.4059,0
325,2.4950,0
326,2.5083,0
327,2.3251,0
328,6.3575,0
329,5.2112,0
330,2.6453,0
331,2.6780,0
332,2.7597,0
333,2.7545,0
334,2.5387,0
335,2.7262,0
336,2.1780,0
337,2.5741,0
338,2.9921,0
339,2.3511,0
340,2.5684,0
341,2.6738,0
342,2.6258,0
343,2.4782,0
344,2.7199,0
345,2.4642,0
346,2.2048,0
347,2.5572,0
348,2.3578,0
349,2.3549,0
350,2.6458,0
351,2.1989,0
352,2.3599,0
353,2.4190,0
354,2.2004,0
355,2.1836,0
356,2.1554,0
357,2.5990,0
358,2.5356,0
359,2.4988,0
360,2.4883,0
361,2.4990,0
362,2.6013,0
363,2.4320,0
364,2.5319,0
365,2.4341,0
366,2.4862,0
367,2.3376,0
368,2.4910,0
369,2.6317,0
370,2.3119,0
371,2.4593,0
372,2.5771,0
373,2.4865,0
374,2.5200,0
375,2.4907,0
376,2.5889,0
377,2.3149,0
378,2.4692,0
379,2.5025,0
380,2.1942,0
381,2.5347,0
382,2.4726,0
383,2.6338,0
384,2.3345,0
385,2.2566,0
386,2.5111,0
387,2.3924,0
388,2.1603,0
389,2.4613,0
390,2.3092,0
391,2.3689,0
392,2.2992,0
393,2.3467,0
394,2.1658,0
395,2.5844,0
396,2.5844,0
397,2.4787,0
398,2.9176,0
399,2.4185,0
400,4.6272,0
401,3.1862,0
402,3.3139,0
403,2.5695,0
404,2.6371,0
405,3.0677,0
406,3.0049,0
407,2.5765,0
408,3.2314,0
409,2.9262,0
410,2.4971,0
411,2.6540,0
412,2.5685,0
413,2.6262,0
414,2.6243,0
415,2.9711,0
416,2.4534,0
417,2.9011,0
418,2.3136,0
419,2.6807,0
420,2.4360,0
421,2.4334,0
422,2.6625,0
423,2.9364,0
424,2.5915,0
425,2.7990,0
426,2.4657,0
427,2.4732,0
428,2.1969,0
429,2.7769,0
430,2.8518,0
431,2.4086,0
432,2.6512,0
433,2.1648,0
434,2.7318,0
435,2.3172,0
436,2.3216,0
437,2.2753,0
438,2.2889,0
439,2.3777,0
440,2.3597,0
441,2.5246,0
442,2.5825,0
443,2.3343,0
444,2.5602,0
445,2.3136,0
446,2.2257,0
447,2.1369,0
448,1.9474,0
449,2.2853,0
450,1.9777,0
451,2.1450,0
452,2.3067,0
453,2.0802,0
454,1.8884,0
455,2.3084,0
456,2.1437,0
457,2.2071,0
458,2.1930,0
459,2.4926,0
460,2.3628,0
461,2.0640,0
462,2.5393,0
463,2.1316,0
464,2.1740,0
465,2.0134,0
466,2.4954,0
467,1.9460,0
468,2.0454,0
469,2.0535,0
470,2.4596,0
471,2.0600,0
472,2.2624,0
473,2.1912,0
474,2.0597,0
475,2.0278,0
476,2.0281,0
477,2.4971,0
478,2.3037,0
479,2.2409,0
480,1.8992,0
481,2.2909,0
482,1.9646,0
483,2.2053,0
484,2.2576,0
485,2.4368,0
486,2.4889,0
487,2.1191,0
488,2.3465,0
489,2.3533,0
490,1.8430,0
491,2.8591,0
492,2.6099,0
493,2.2837,0
494,2.3722,0
495,2.1789,0
496,2.3525,0
497,2.3976,0
498,2.4664,0
499,2.4145,0
500,2.3700,0
501,3.1308,0
502,2.1127,0
503,2.6330,0
504,2.4148,0
505,2.7617,0
506,2.3129,0
507,2.4644,0
508,1.9909,0
509,1.9767,0
510,2.3480,0
511,2.8107,0
512,2.6286,0
513,2.0524,0
514,2.6310,0
515,2.5306,0
516,2.2542,0
517,2.6630,0
518,2.1639,0
519,2.2380,0
520,2.1602,0
521,2.2807,0
522,2.4936,0
523,2.2199,0
524,2.9063,0
525,2.4912,0
526,2.3017,0
527,2.4932,0
528,2.5643,0
529,2.9864,0
530,3.0696,0
531,2.7898,0
532,2.4543,0
533,2.4525,0
534,2.5856,0
535,2.9702,0
536,2.4425,0
537,2.5005,0
538,2.5241,0
539,2.4126,0
540,2.9186,0
541,2.8631,0
542,2.3157,0
543,2.5055,0
544,2.6194,0
545,2.6461,0
546,2.4853,0
547,2.4897,0
548,2.0873,0
549,2.4134,0
550,2.3213,0
551,3.1803,0
552,2.2099,0
553,2.5158,0
554,2.4515,0
555,2.7969,0
556,2.5299,0
557,2.5240,0
558,2.1983,0
559,2.3175,0
560,2.4136,0
561,2.6167,0
562,2.6021,0
563,1.9834,0
564,2.4684,0
565,1.9377,0
566,2.4239,0
567,2.3159,0
568,2.5596,0
569,2.0312,0
570,1.9684,0
571,2.1156,0
572,2.2073,0
573,1.9846,0
574,2.0083,0
575,2.0711,0
576,2.2516,0
577,1.9219,0
578,2.4517,0
579,2.2442,0
580,2.2899,0
581,2.0405,0
582,1.9382,0
583,2.1331,0
584,2.1176,0
585,2.6942,0
586,2.5976,0
587,2.8548,0
588,2.3968,0
589,2.2627,0
590,2.0836,0
591,2.3858,0
592,2.2049,0
593,2.1881,0
594,2.2049,0
595,2.0824,0
596,2.3032,0
597,2.3563,0
598,2.4715,0
599,3.5517,0
600,2.9935,0
601,2.4341,0
602,2.0076,0
603,2.4029,0
604,2.2750,0
605,2.1724,0
606,2.3762,0
607,2.0364,0
608,2.1917,0
609,1.9756,0
610,2.1182,0
611,2.0946,0
612,2.0212,0
613,1.9356,0
614,2.3064,0
615,1.9111,0
616,2.3758,0
617,2.2098,0
618,2.0260,0
619,2.1995,0
620,2.5966,0
621,2.4793,0
622,2.6442,0
623,3.3111,0
624,2.6201,0
625,2.2452,0
626,2.1583,0
627,1.9000,0
628,2.2335,0
629,2.3690,0
630,2.4193,0
631,2.2628,0
632,2.2721,0
633,2.2058,0
634,2.0715,0
635,2.2031,0
636,2.3070,0
637,2.3145,0
638,2.2227,0
639,2.0493,0
640,2.4204,0
641,2.2564,0
642,3.3269,0
643,2.4990,0
644,2.5661,0
645,2.4037,0
646,2.1625,0
647,2.1918,0
648,2.4688,0
649,2.4597,0
650,2.2206,0
651,2.2501,0
652,2.0656,0
653,2.4316,0
654,2.5160,0
655,2.2576,0
656,2.3029,0
657,2.2383,0
658,2.1798,0
659,2.2239,0
660,2.2178,0
661,2.3458,0
662,2.6191,0
663,2.2403,0
664,2.2530,0
665,2.3568,0
666,2.2258,0
667,2.2965,0
668,2.4042,0
669,2.2170,0
670,1.9712,0
671,2.3549,0
672,2.4244,0
673,2.4017,0
674,2.6005,0
675,2.4594,0
676,2.5481,0
677,2.2602,0
678,2.3640,0
679,2.2235,0
680,2.5365,0
681,2.2136,0
682,2.3260,0
683,2.2274,0
684,2.2679,0
685,1.9739,0
686,2.0042,0
687,2.4465,0
688,2.5189,0
689,2.4979,0
690,2.2924,0
691,2.4625,0
692,2.2763,0
693,2.2851,0
694,2.3119,0
695,2.3425,0
696,2.4720,0
697,2.1971,0
698,2.4504,0
699,2.2455,0
700,2.5143,0
701,2.4780,0
702,2.7251,0
703,2.8576,0
704,2.4814,0
705,2.3405,0
706,2.3178,0
707,2.4484,0
708,2.4702,0
709,2.3676,0
710,2.4145,0
711,2.2657,0
712,2.5799,0
713,2.3982,0
714,2.3455,0
715,2.3169,0
716,2.4787,0
717,2.3652,0
718,2.2177,0
719,2.3067,0
720,2.1372,0
721,2.2517,0
722,2.1940,0
723,2.1751,0
724,2.2737,0
725,2.8850,0
726,2.6492,0
727,2.6958,0
728,2.2409,0
729,2.3719,0
730,2.3988,0
731,3.0411,0
732,2.4918,0
733,2.7978,0
734,2.2567,0
735,2.3873,0
736,2.6865,0
737,2.2855,0
738,2.8782,0
739,3.3488,0
740,2.8893,0
741,2.5258,0
742,2.5907,0
743,2.4870,0
744,2.4489,0
745,2.4613,0
746,2.3677,0
747,2.5763,0
748,2.4420,0
749,2.6751,0
750,2.4459,0
751,2.2461,0
752,2.7205,0
753,2.8073,0
754,2.5830,0
755,2.6416,0
756,2.5353,0
757,2.5181,0
758,2.2730,0
759,2.1863,0
760,2.1098,0
761,2.2500,0
762,2.5132,0
763,2.3773,0
764,2.5406,0
765,2.5876,0
766,2.3188,0
767,2.3115,0
768,2.2487,0
769,2.1090,0
770,2.0273,0
771,2.4884,0
772,2.3938,0
773,2.4538,0
774,2.7344,0
775,2.6312,0
776,2.6473,0
777,2.3657,0
778,2.3932,0
779,2.6880,0
780,2.7046,0
781,2.4235,0
782,2.5777,0
783,2.4012,0
784,2.5216,0
785,2.6242,0
786,2.4504,0
787,2.4999,0
788,2.4491,0
789,2.3119,0
790,2.4305,0
791,2.3437,0
792,2.5659,0
793,2.5023,0
794,2.4964,0
795,2.4124,0
796,2.4971,0
797,2.4096,0
798,2.7819,0
799,2.5579,0
800,2.8357,0
801,2.6431,0
802,2.7807,0
803,2.9047,0
804,2.7327,0
805,2.9139,0
806,2.8333,0
807,2.3716,0
808,2.9166,0
809,2.5596,0
810,2.4617,0
811,2.1336,0
812,2.4623,0
813,1.9044,0
814,1.8737,0
815,2.0983,0
816,1.8152,0
817,1.8901,0
818,2.3526,0
819,2.1597,0
820,1.9456,0
821,1.8943,0
822,2.3221,0
823,2.1401,0
824,2.1592,0
825,1.9990,0
826,1.9753,0
827,2.1876,0
828,1.8748,0
829,1.9763,0
830,2.3036,0
831,2.3000,0
832,2.2565,0
833,2.4063,0
834,2.1134,0
835,1.8851,0
836,2.2319,0
837,2.1852,0
838,2.0688,0
839,2.2054,0
840,1.9047,0
841,2.2471,0
842,2.4359,0
843,2.0933,0
844,2.1334,0
845,2.5226,0
846,2.1115,0
847,2.1316,0
848,2.0490,0
849,2.3435,0
850,2.2820,0
851,2.1106,0
852,2.3559,0
853,2.3168,0
854,2.3956,0
855,1.9902,0
856,2.2320,0
857,2.0407,0
858,2.0143,0
859,1.9601,0
860,2.3371,0
861,1.9307,0
862,2.1822,0
863,1.9582,0
864,2.1256,0
865,1.9458,0
866,2.3945,0
867,2.3083,0
868,2.2303,0
869,2.0815,0
870,2.0722,0
871,2.0055,0
872,2.0197,0
873,1.8522,0
874,2.2377,0
875,2.1573,0
876,2.1170,0
877,2.2748,0
878,2.3715,0
879,2.0163,0
880,2.2770,0
881,1.9654,0
882,1.9346,0
883,2.2125,0
884,2.1649,0
885,2.0004,0
886,1.8114,0
887,1.7766,0
888,2.1904,0
889,2.4268,0
890,2.2359,0
891,1.8499,0
892,1.9879,0
893,2.4557,0
894,2.3520,0
895,2.2996,0
896,2.1048,0
897,2.1006,0
898,2.1688,0
899,2.0494,0
900,1.9601,0
901,2.0395,0
902,2.3412,0
903,2.5997,0
904,2.0700,0
905,2.0764,0
906,2.0001,0
907,2.0334,0
908,2.0689,0
909,2.5144,0
910,2.2238,0
911,2.2254,0
912,1.9967,0
913,2.1892,0
914,2.1894,0
915,2.2339,0
916,2.1641,0
917,2.3094,0
918,2.1831,0
919,1.9674,0
920,1.9621,0
921,1.8304,0
922,2.1477,0
923,2.0081,0
924,2.1298,0
925,2.1691,0
926,2.2383,0
927,2.3327,0
928,2.2431,0
929,2.2486,0
930,2.0704,0
931,2.2748,0
932,2.0076,0
933,1.8317,0
934,1.9813,0
935,2.2005,0
936,2.1211,0
937,2.0729,0
938,1.9874,0
939,2.3954,0
940,2.4029,0
941,2.2073,0
942,2.3983,0
943,2.0301,0
944,2.0637,0
945,2.0053,0
946,2.3043,0
947,1.9812,0
948,2.0179,0
949,1.9812,0
950,2.0110,0
951,1.9253,0
952,2.3356,0
953,2.1444,0
954,2.5721,0
955,2.0993,0
956,2.1564,0
957,1.9759,0
958,2.2467,0
959,2.3883,0
960,2.2090,0
961,2.0306,0
962,2.2842,0
963,2.1022,0
964,2.4013,0
965,2.1227,0
966,2.2924,0
967,2.4104,0
968,2.1542,0
969,2.3429,0
970,2.1696,0
971,2.1045,0
972,2.2057,0
973,2.5023,0
974,1.9730,0
975,2.3018,0
976,2.1788,0
977,2.0613,0
978,2.1275,0
979,2.1175,0
980,2.0784,0
981,2.2263,0
982,2.6144,0
983,2.1364,0
984,2.5192,0
985,2.6016,0
986,2.4230,0
987,2.4105,0
988,2.7344,0
989,2.4118,0
990,2.2127,0
991,2.1862,0
992,2.2029,0
993,2.1789,0
994,2.3063,0
995,2.3268,0
996,2.0362,0
997,2.0936,0
998,2.1689,0
999,2.3158,0
1000,2.1161,0
1001,2.0965,0
1002,2.4988,0
1003,2.1064,0
1004,2.2355,0
1005,1.9935,0
1006,2.1177,0
1007,2.3856,0
1008,2.2293,0
1009,2.1273,0
1010,2.1910,0
1011,2.4523,0
1012,2.3492,0
1013,2.2197,0
1014,2.1311,0
1015,2.0652,0
1016,2.3679,0
1017,2.4946,0
1018,1.9398,0
1019,2.1165,0
1020,2.0169,0
1021,2.5703,0
1022,2.3683,0
1023,2.3406,0
1024,2.3908,0
1025,2.3816,0
1026,2.3398,0
1027,2.0855,0
1028,2.1863,0
1029,2.5037,0
1030,2.1994,0
1031,2.3166,0
1032,2.1593,0
1033,2.2219,0
1034,2.1405,0
1035,2.2296,0
1036,2.2041,0
1037,2.0972,0
1038,2.1511,0
1039,2.4732,0
1040,2.2195,0
1041,2.2048,0
1042,2.2315,0
1043,2.7174,0
1044,2.6281,0
1045,2.7005,0
1046,2.3699,0
1047,2.2501,0
1048,2.1680,0
1049,2.2809,0
1050,2.3396,0
1051,2.3169,0
1052,2.5878,0
1053,2.3591,0
1054,2.1926,0
1055,2.4744,0
1056,2.4268,0
1057,2.1408,0
1058,1.9032,0
1059,2.1501,0
1060,1.8309,0
1061,1.9954,0
1062,2.1394,0
1063,2.6345,0
1064,2.3040,0
1065,2.2553,0
1066,2.2484,0
1067,2.1157,0
1068,2.0503,0
1069,2.2493,0
1070,2.2822,0
1071,2.7471,0
1072,2.6865,0
1073,2.6278,0
1074,2.2853,0
1075,2.1654,0
1076,2.3898,0
1077,2.6820,0
1078,2.0945,0
1079,2.5503,0
1080,2.2392,0
1081,2.1477,0
1082,2.0182,0
1083,2.4880,0
1084,2.2598,0
1085,2.3068,0
1086,2.1430,0
1087,1.9200,0
1088,2.3102,0
1089,1.9812,0
1090,1.9706,0
1091,1.8958,0
1092,2.2610,0
1093,2.0472,0
1094,1.9728,0
1095,2.4353,0
1096,2.1407,0
1097,2.1445,0
1098,2.2003,0
1099,2.2830,0
1100,2.0769,0
1101,1.9830,0
1102,2.0099,0
1103,2.5537,0
1104,2.2001,0
1105,2.1937,0
1106,2.2535,0
1107,2.1466,0
1108,2.4891,0
1109,2.2219,0
1110,2.1028,0
1111,2.3742,0
1112,2.2591,0
1113,2.4606,0
1114,2.0624,0
1115,2.4611,0
1116,2.2568,0
1117,2.3341,0
1118,2.2987,0
1119,2.0233,0
1120,1.9928,0
1121,2.0305,0
1122,2.3425,0
1123,2.1809,0
1124,1.9966,0
1125,2.2858,0
1126,2.4715,0
1127,2.3027,0
1128,2.2655,0
1129,1.9590,0
1130,2.0392,0
1131,2.0760,0
1132,2.1586,0
1133,2.1669,0
1134,2.1967,0
1135,2.1147,0
1136,2.5342,0
1137,2.7276,0
1138,2.0757,0
1139,2.6118,0
1140,2.5353,0
1141,2.5822,0
1142,2.6371,0
1143,2.7929,0
1144,2.9238,0
1145,2.2961,0
1146,2.6615,0
1147,2.0595,0
1148,3.0200,0
1149,2.2954,0
1150,2.4522,0
1151,2.5474,0
1152,2.4705,0
1153,2.3918,0
1154,2.8716,0
1155,2.8146,0
1156,2.8091,0
1157,2.8205,0
1158,3.1008,0
1159,2.4564,0
1160,2.6059,0
1161,2.3738,0
1162,2.2811,0
1163,2.6772,0
1164,2.4005,0
1165,2.3913,0
1166,2.5804,0
1167,2.7284,0
1168,2.3842,0
1169,2.4851,0
1170,2.4590,0
1171,2.4108,0
1172,2.2563,0
1173,2.8630,0
1174,2.3513,0
1175,2.5076,0
1176,3.2099,0
1177,2.1990,0
1178,2.6218,0
1179,2.3614,0
1180,2.6572,0
1181,3.2186,0
1182,2.9444,0
1183,2.4036,0
1184,2.8378,0
1185,2.3683,0
1186,2.8166,0
1187,2.0512,0
1188,2.6426,0
1189,2.0849,0
1190,2.4294,0
1191,2.3554,0
1192,2.3541,0
1193,2.2249,0
1194,2.9086,0
1195,2.1535,0
1196,2.1660,0
1197,2.4345,0
1198,2.5285,0
1199,2.2552,0
1200,2.8585,0
1201,2.9173,0
1202,2.9760,0
1203,3.1254,0
1204,2.6098,0
1205,2.4469,0
1206,2.2029,0
1207,3.0013,0
1208,2.5198,0
1209,2.5268,0
1210,1.9366,0
1211,2.8770,0
1212,2.9369,0
1213,2.7101,0
1214,2.7069,0
1215,2.5912,0
1216,2.4057,0
1217,2.4632,0
1218,2.7585,0
1219,2.4266,0
1220,2.9679,0
1221,2.1180,0
1222,2.9172,0
1223,2.0605,0
1224,2.8246,0
1225,2.3001,0
1226,2.6058,0
1227,2.0917,0
1228,2.4357,0
1229,2.3684,0
1230,2.9507,0
1231,2.6395,0
1232,2.4638,0
1233,2.5266,0
1234,2.4773,0
1235,2.9868,0
1236,2.5626,0
1237,2.6146,0
1238,2.5619,0
1239,2.3945,0
1240,2.4367,0
1241,2.7165,0
1242,2.0667,0
1243,2.4505,0
1244,2.4170,0
1245,2.1100,0
1246,2.6303,0
1247,2.2670,0
1248,2.9822,0
1249,2.2815,0
1250,2.4413,0
1251,2.4890,0
1252,2.8717,0
1253,2.1164,0
1254,2.4238,0
1255,2.5536,0
1256,2.3831,0
1257,2.3806,0
1258,2.0737,0
1259,2.4891,0
1260,2.2896,0
1261,2.4654,0
1262,2.6364,0
1263,2.1791,0
1264,2.1608,0
1265,2.4946,0
1266,2.0432,0
1267,2.1710,0
1268,2.6346,0
1269,2.4719,0
1270,2.6852,0
1271,2.2934,0
1272,1.9120,0
1273,2.3495,0
1274,1.8449,0
1275,2.3982,0
1276,2.0750,0
1277,1.9161,0
1278,1.9206,0
1279,2.4255,0
1280,2.5957,0
1281,2.0498,0
1282,1.9125,0
1283,2.1728,0
1284,2.0893,0
1285,2.1101,0
1286,2.3083,0
1287,2.4301,0
1288,2.0838,0
1289,2.0238,0
1290,2.0900,0
1291,2.1746,0
1292,2.3543,0
1293,2.3488,0
1294,2.1081,0
1295,2.1531,0
1296,2.5515,0
1297,2.1403,0
1298,2.3855,0
1299,2.8596,0
1300,2.1967,0
1301,2.2048,0
1302,2.0131,0
1303,2.1453,0
1304,2.1344,0
1305,2.1654,0
1306,2.1540,0
1307,2.4407,0
1308,2.0213,0
1309,2.2732,0
1310,1.9607,0
1311,2.0530,0
1312,2.2298,0
1313,2.1105,0
1314,2.0344,0
1315,2.0981,0
1316,2.0997,0
1317,2.0073,0
1318,2.1503,0
1319,2.1737,0
1320,1.9939,0
1321,2.2271,0
1322,2.2918,0
1323,2.1805,0
1324,2.1619,0
1325,2.5688,0
1326,2.7109,0
1327,2.5073,0
1328,2.1859,0
1329,2.0613,0
1330,2.0626,0
1331,2.1562,0
1332,2.1311,0
1333,2.1574,0
1334,2.2435,0
1335,2.1322,0
1336,2.0941,0
1337,1.9363,0
1338,2.1060,0
1339,2.1227,0
1340,2.2489,0
1341,2.3688,0
1342,2.1020,0
1343,2.1876,0
1344,2.0332,0
1345,2.1652,0
1346,2.1709,0
1347,2.2946,0
1348,2.3384,0
1349,2.3869,0
1350,1.9507,0
1351,2.2031,0
1352,2.1322,0
1353,2.0529,0
1354,2.3173,0
1355,2.3221,0
1356,2.2215,0
1357,2.2438,0
1358,2.5577,0
1359,2.1811,0
1360,2.3502,0
1361,2.2510,0
1362,2.1299,0
1363,2.1961,0
1364,2.0865,0
1365,2.3481,0
1366,2.1616,0
1367,2.0135,0
1368,2.2836,0
1369,2.0133,0
1370,2.5512,0
1371,2.5397,0
1372,2.4333,0
1373,2.1388,0
1374,2.4210,0
1375,2.2541,0
1376,1.9861,0
1377,2.2217,0
1378,1.9401,0
1379,2.5495,0
1380,2.0701,0
1381,2.0146,0
1382,2.0709,0
1383,2.2424,0
1384,2.1546,0
1385,2.7765,0
1386,2.1655,0
1387,2.2483,0
1388,2.1884,0
1389,2.3258,0
1390,2.2112,0
1391,1.9915,0
1392,2.1958,0
1393,2.1013,0
1394,1.9653,0
1395,2.5425,0
1396,2.2136,0
1397,2.3448,0
1398,2.7662,0
1399,2.2982,0
1400,2.1490,0
1401,3.0130,0
1402,2.2725,0
1403,2.2121,0
1404,2.5841,0
1405,2.1347,0
1406,3.0467,0
1407,2.0162,0
1408,2.3717,0
1409,2.3031,0
1410,2.7313,0
1411,2.2159,0
1412,1.8533,0
1413,2.0285,0
1414,2.0345,0
1415,2.9051,0
1416,2.3871,0
1417,2.3388,0
1418,2.3709,0
1419,2.4517,0
1420,2.0754,0
1421,2.2678,0
1422,2.4622,0
1423,1.9730,0
1424,2.9740,0
1425,2.0440,0
1426,2.2030,0
1427,2.1282,0
1428,2.1870,0
1429,2.2330,0
1430,2.4396,0
1431,2.2734,0
1432,2.2215,0
1433,2.1676,0
1434,2.2536,0
1435,2.4616,0
1436,2.3380,0
1437,2.4504,0
1438,2.1047,0
1439,2.1971,0
1440,2.0812,0
1441,2.0743,0
1442,2.0301,0
1443,2.0053,0
1444,2.5287,0
1445,2.3846,0
1446,1.9732,0
1447,2.1309,0
1448,1.8773,0
1449,2.2349,0
1450,2.1668,0
1451,2.2098,0
1452,2.1953,0
1453,2.3244,0
1454,2.5488,0
1455,2.1649,0
1456,2.3805,0
1457,2.5207,0
1458,2.0913,0
1459,2.4606,0
1460,2.2077,0
1461,2.5046,0
1462,2.0756,0
1463,2.2158,0
1464,2.0888,0
1465,2.5805,0
1466,2.2486,0
1467,2.1210,0
1468,2.3125,0
1469,2.1889,0
1470,2.3601,0
1471,2.2160,0
1472,2.3744,0
1473,2.2150,0
1474,2.1332,0
1475,2.3465,0
1476,2.4712,0
1477,1.9463,0
1478,2.1321,0
1479,2.2299,0
1480,2.4145,0
1481,2.4022,0
1482,2.0270,0
1483,2.2403,0
1484,2.1299,0
1485,2.2403,0
1486,2.0302,0
1487,2.1573,0
1488,1.9399,0
1489,1.9337,0
1490,2.0638,0
1491,2.2640,0
1492,2.1531,0
1493,1.9543,0
